scenario,schedule,mode,method,tolerance,budget,n_worlds,released_mae,released_bad_rate,n_released,released,bad_release,path_covered,new_n,error,width,certificate_covered
bridgeable,nearest,rinf,optimized__minimum,0.2,0,600,,,0,0,0,1,0,0.31638644927,1.13628121832,1
bridgeable,nearest,rinf,optimized__minimum,0.2,1,600,,,0,0,0,1,96,0.0756585833481,0.834752406899,1
bridgeable,nearest,rinf,optimized__minimum,0.2,2,600,,,0,0,0,1,192,0.0680836548138,0.772190303071,1
bridgeable,nearest,rinf,optimized__minimum,0.2,3,600,,,0,0,0,1,288,0.0605785279889,0.706004493542,1
bridgeable,nearest,rinf,optimized__minimum,0.3,0,600,,,0,0,0,1,0,0.31638644927,1.13628121832,1
bridgeable,nearest,rinf,optimized__minimum,0.3,1,600,,,0,0,0,1,96,0.0756585833481,0.834752406899,1
bridgeable,nearest,rinf,optimized__minimum,0.3,2,600,,,0,0,0,1,192,0.0680836548138,0.772190303071,1
bridgeable,nearest,rinf,optimized__minimum,0.3,3,600,,,0,0,0,1,288,0.0605785279889,0.706004493542,1
bridgeable,nearest,rinf,uniform__minimum,0.2,0,600,,,0,0,0,1,0,0.414528817077,1.34453514129,1
bridgeable,nearest,rinf,uniform__minimum,0.2,1,600,,,0,0,0,1,96,0.332852302617,1.24501700767,1
bridgeable,nearest,rinf,uniform__minimum,0.2,2,600,,,0,0,0,1,192,0.27566737435,1.18740654311,1
bridgeable,nearest,rinf,uniform__minimum,0.2,3,600,,,0,0,0,1,288,0.236124991163,1.14403601362,1
bridgeable,nearest,rinf,uniform__minimum,0.3,0,600,,,0,0,0,1,0,0.414528817077,1.34453514129,1
bridgeable,nearest,rinf,uniform__minimum,0.3,1,600,,,0,0,0,1,96,0.332852302617,1.24501700767,1
bridgeable,nearest,rinf,uniform__minimum,0.3,2,600,,,0,0,0,1,192,0.27566737435,1.18740654311,1
bridgeable,nearest,rinf,uniform__minimum,0.3,3,600,,,0,0,0,1,288,0.236124991163,1.14403601362,1
bridgeable,random,r2,inverse_variance__minimum,0.2,0,600,,,0,0,0,1,0,0.414528817077,1.21984710398,1
bridgeable,random,r2,inverse_variance__minimum,0.2,1,600,,,0,0,0,1,96,0.3954813706,1.18045157447,1
bridgeable,random,r2,inverse_variance__minimum,0.2,2,600,,,0,0,0,1,192,0.378242608114,1.1444100948,1
bridgeable,random,r2,inverse_variance__minimum,0.2,3,600,,,0,0,0,1,288,0.36169272879,1.10968336972,1
bridgeable,random,r2,inverse_variance__minimum,0.3,0,600,,,0,0,0,1,0,0.414528817077,1.21984710398,1
bridgeable,random,r2,inverse_variance__minimum,0.3,1,600,,,0,0,0,1,96,0.3954813706,1.18045157447,1
bridgeable,random,r2,inverse_variance__minimum,0.3,2,600,,,0,0,0,1,192,0.378242608114,1.1444100948,1
bridgeable,random,r2,inverse_variance__minimum,0.3,3,600,,,0,0,0,1,288,0.36169272879,1.10968336972,1
bridgeable,random,r2,nearest_source__minimum,0.2,0,600,,,0,0,0,1,0,0.315971494109,1.13186592789,1
bridgeable,random,r2,nearest_source__minimum,0.2,1,600,,,0,0,0,1,96,0.231961396552,1.14043590972,1
bridgeable,random,r2,nearest_source__minimum,0.2,2,600,,,0,0,0,1,192,0.163573063867,1.09287551856,1
bridgeable,random,r2,nearest_source__minimum,0.2,3,600,,,0,0,0,1,288,0.130702559723,1.02080856441,1
bridgeable,random,r2,nearest_source__minimum,0.3,0,600,,,0,0,0,1,0,0.315971494109,1.13186592789,1
bridgeable,random,r2,nearest_source__minimum,0.3,1,600,,,0,0,0,1,96,0.231961396552,1.14043590972,1
bridgeable,random,r2,nearest_source__minimum,0.3,2,600,,,0,0,0,1,192,0.163573063867,1.09287551856,1
bridgeable,random,r2,nearest_source__minimum,0.3,3,600,,,0,0,0,1,288,0.130702559723,1.02080856441,1
bridgeable,random,r2,optimized__barycentric,0.2,0,600,,,0,0,0,1,0,0.341235133364,1.10545490029,1
bridgeable,random,r2,optimized__barycentric,0.2,1,600,0.0353205389487,0,42,0.07,0,1,96,0.0879657162191,0.666315688622,1
bridgeable,random,r2,optimized__barycentric,0.2,2,600,0.0334848921965,0,124,0.206666666667,0,1,192,0.0409090651432,0.490954867692,1
bridgeable,random,r2,optimized__barycentric,0.2,3,600,0.0312276790796,0,231,0.385,0,1,288,0.033389036419,0.422439657321,1
bridgeable,random,r2,optimized__barycentric,0.3,0,600,,,0,0,0,1,0,0.341235133364,1.10545490029,1
bridgeable,random,r2,optimized__barycentric,0.3,1,600,0.0420571152194,0,255,0.425,0,1,96,0.0879657162191,0.666315688622,1
bridgeable,random,r2,optimized__barycentric,0.3,2,600,0.0378285535689,0,547,0.911666666667,0,1,192,0.0409090651432,0.490954867692,1
bridgeable,random,r2,optimized__barycentric,0.3,3,600,0.033389036419,0,600,1,0,1,288,0.033389036419,0.422439657321,1
bridgeable,random,r2,optimized__lipschitz,0.2,0,600,,,0,0,0,1,0,0.336722881291,1.11623761963,1
bridgeable,random,r2,optimized__lipschitz,0.2,1,600,,,0,0,0,1,96,0.247820933924,1.04208007042,1
bridgeable,random,r2,optimized__lipschitz,0.2,2,600,,,0,0,0,1,192,0.173656100922,0.969560358054,1
bridgeable,random,r2,optimized__lipschitz,0.2,3,600,,,0,0,0,1,288,0.121176759446,0.903000761922,1
bridgeable,random,r2,optimized__lipschitz,0.3,0,600,,,0,0,0,1,0,0.336722881291,1.11623761963,1
bridgeable,random,r2,optimized__lipschitz,0.3,1,600,,,0,0,0,1,96,0.247820933924,1.04208007042,1
bridgeable,random,r2,optimized__lipschitz,0.3,2,600,,,0,0,0,1,192,0.173656100922,0.969560358054,1
bridgeable,random,r2,optimized__lipschitz,0.3,3,600,,,0,0,0,1,288,0.121176759446,0.903000761922,1
bridgeable,random,r2,optimized__minimum,0.2,0,600,,,0,0,0,1,0,0.341235910597,1.10545464895,1
bridgeable,random,r2,optimized__minimum,0.2,1,600,0.0353205389487,0,42,0.07,0,1,96,0.0873521259208,0.665972268807,1
bridgeable,random,r2,optimized__minimum,0.2,2,600,0.0334848921965,0,124,0.206666666667,0,1,192,0.040926957985,0.490870276016,1
bridgeable,random,r2,optimized__minimum,0.2,3,600,0.0312276790796,0,231,0.385,0,1,288,0.033389036419,0.422439657321,1
bridgeable,random,r2,optimized__minimum,0.3,0,600,,,0,0,0,1,0,0.341235910597,1.10545464895,1
bridgeable,random,r2,optimized__minimum,0.3,1,600,0.0420571152194,0,255,0.425,0,1,96,0.0873521259208,0.665972268807,1
bridgeable,random,r2,optimized__minimum,0.3,2,600,0.0378285535689,0,547,0.911666666667,0,1,192,0.040926957985,0.490870276016,1
bridgeable,random,r2,optimized__minimum,0.3,3,600,0.033389036419,0,600,1,0,1,288,0.033389036419,0.422439657321,1
bridgeable,random,r2,uniform__minimum,0.2,0,600,,,0,0,0,1,0,0.414528817077,1.21984710398,1
bridgeable,random,r2,uniform__minimum,0.2,1,600,,,0,0,0,1,96,0.283736351271,0.999894801474,1
bridgeable,random,r2,uniform__minimum,0.2,2,600,,,0,0,0,1,192,0.200843364299,0.836095690452,1
bridgeable,random,r2,uniform__minimum,0.2,3,600,0.0382029208798,0,8,0.0133333333333,0,1,288,0.140517983084,0.70605491087,1
bridgeable,random,r2,uniform__minimum,0.3,0,600,,,0,0,0,1,0,0.414528817077,1.21984710398,1
bridgeable,random,r2,uniform__minimum,0.3,1,600,,,0,0,0,1,96,0.283736351271,0.999894801474,1
bridgeable,random,r2,uniform__minimum,0.3,2,600,0.133727472856,0,28,0.0466666666667,0,1,192,0.200843364299,0.836095690452,1
bridgeable,random,r2,uniform__minimum,0.3,3,600,0.0969760517715,0,120,0.2,0,1,288,0.140517983084,0.70605491087,1
bridgeable,random,rinf,inverse_variance__minimum,0.2,0,600,,,0,0,0,1,0,0.414528817077,1.34453514129,1
bridgeable,random,rinf,inverse_variance__minimum,0.2,1,600,,,0,0,0,1,96,0.3954813706,1.32035269857,1
bridgeable,random,rinf,inverse_variance__minimum,0.2,2,600,,,0,0,0,1,192,0.378242608114,1.29868757863,1
bridgeable,random,rinf,inverse_variance__minimum,0.2,3,600,,,0,0,0,1,288,0.36169272879,1.27756857362,1
bridgeable,random,rinf,inverse_variance__minimum,0.3,0,600,,,0,0,0,1,0,0.414528817077,1.34453514129,1
bridgeable,random,rinf,inverse_variance__minimum,0.3,1,600,,,0,0,0,1,96,0.3954813706,1.32035269857,1
bridgeable,random,rinf,inverse_variance__minimum,0.3,2,600,,,0,0,0,1,192,0.378242608114,1.29868757863,1
bridgeable,random,rinf,inverse_variance__minimum,0.3,3,600,,,0,0,0,1,288,0.36169272879,1.27756857362,1
bridgeable,random,rinf,nearest_source__minimum,0.2,0,600,,,0,0,0,1,0,0.315971494109,1.13646731945,1
bridgeable,random,rinf,nearest_source__minimum,0.2,1,600,,,0,0,0,1,96,0.231961396552,1.15018843241,1
bridgeable,random,rinf,nearest_source__minimum,0.2,2,600,,,0,0,0,1,192,0.163573063867,1.10539170993,1
bridgeable,random,rinf,nearest_source__minimum,0.2,3,600,,,0,0,0,1,288,0.130702559723,1.03399035138,1
bridgeable,random,rinf,nearest_source__minimum,0.3,0,600,,,0,0,0,1,0,0.315971494109,1.13646731945,1
bridgeable,random,rinf,nearest_source__minimum,0.3,1,600,,,0,0,0,1,96,0.231961396552,1.15018843241,1
bridgeable,random,rinf,nearest_source__minimum,0.3,2,600,,,0,0,0,1,192,0.163573063867,1.10539170993,1
bridgeable,random,rinf,nearest_source__minimum,0.3,3,600,,,0,0,0,1,288,0.130702559723,1.03399035138,1
bridgeable,random,rinf,optimized__barycentric,0.2,0,600,,,0,0,0,1,0,0.31638644927,1.13628121832,1
bridgeable,random,rinf,optimized__barycentric,0.2,1,600,,,0,0,0,1,96,0.0887756805312,0.763190503809,1
bridgeable,random,rinf,optimized__barycentric,0.2,2,600,,,0,0,0,1,192,0.0472645427168,0.657759843408,1
bridgeable,random,rinf,optimized__barycentric,0.2,3,600,,,0,0,0,1,288,0.0441462985228,0.635267209511,1
bridgeable,random,rinf,optimized__barycentric,0.3,0,600,,,0,0,0,1,0,0.31638644927,1.13628121832,1
bridgeable,random,rinf,optimized__barycentric,0.3,1,600,0.0355850725253,0,107,0.178333333333,0,1,96,0.0887756805312,0.763190503809,1
bridgeable,random,rinf,optimized__barycentric,0.3,2,600,0.039241755888,0,162,0.27,0,1,192,0.0472645427168,0.657759843408,1
bridgeable,random,rinf,optimized__barycentric,0.3,3,600,0.0387107686092,0,191,0.318333333333,0,1,288,0.0441462985228,0.635267209511,1
bridgeable,random,rinf,optimized__lipschitz,0.2,0,600,,,0,0,0,1,0,0.315971494109,1.13646731945,1
bridgeable,random,rinf,optimized__lipschitz,0.2,1,600,,,0,0,0,1,96,0.268260205011,1.08751092974,1
bridgeable,random,rinf,optimized__lipschitz,0.2,2,600,,,0,0,0,1,192,0.218706606348,1.04026261362,1
bridgeable,random,rinf,optimized__lipschitz,0.2,3,600,,,0,0,0,1,288,0.178488845196,0.993391524182,1
bridgeable,random,rinf,optimized__lipschitz,0.3,0,600,,,0,0,0,1,0,0.315971494109,1.13646731945,1
bridgeable,random,rinf,optimized__lipschitz,0.3,1,600,,,0,0,0,1,96,0.268260205011,1.08751092974,1
bridgeable,random,rinf,optimized__lipschitz,0.3,2,600,,,0,0,0,1,192,0.218706606348,1.04026261362,1
bridgeable,random,rinf,optimized__lipschitz,0.3,3,600,,,0,0,0,1,288,0.178488845196,0.993391524182,1
bridgeable,random,rinf,optimized__minimum,0.2,0,600,,,0,0,0,1,0,0.31638644927,1.13628121832,1
bridgeable,random,rinf,optimized__minimum,0.2,1,600,,,0,0,0,1,96,0.0887756805312,0.763190503809,1
bridgeable,random,rinf,optimized__minimum,0.2,2,600,,,0,0,0,1,192,0.0472645427168,0.657759843408,1
bridgeable,random,rinf,optimized__minimum,0.2,3,600,,,0,0,0,1,288,0.0441462985228,0.635267209511,1
bridgeable,random,rinf,optimized__minimum,0.3,0,600,,,0,0,0,1,0,0.31638644927,1.13628121832,1
bridgeable,random,rinf,optimized__minimum,0.3,1,600,0.0355850725253,0,107,0.178333333333,0,1,96,0.0887756805312,0.763190503809,1
bridgeable,random,rinf,optimized__minimum,0.3,2,600,0.039241755888,0,162,0.27,0,1,192,0.0472645427168,0.657759843408,1
bridgeable,random,rinf,optimized__minimum,0.3,3,600,0.0387107686092,0,191,0.318333333333,0,1,288,0.0441462985228,0.635267209511,1
bridgeable,random,rinf,uniform__minimum,0.2,0,600,,,0,0,0,1,0,0.414528817077,1.34453514129,1
bridgeable,random,rinf,uniform__minimum,0.2,1,600,,,0,0,0,1,96,0.283736351271,1.16834310108,1
bridgeable,random,rinf,uniform__minimum,0.2,2,600,,,0,0,0,1,192,0.200843364299,1.05283963952,1
bridgeable,random,rinf,uniform__minimum,0.2,3,600,,,0,0,0,1,288,0.140517983084,0.963988755525,1
bridgeable,random,rinf,uniform__minimum,0.3,0,600,,,0,0,0,1,0,0.414528817077,1.34453514129,1
bridgeable,random,rinf,uniform__minimum,0.3,1,600,,,0,0,0,1,96,0.283736351271,1.16834310108,1
bridgeable,random,rinf,uniform__minimum,0.3,2,600,,,0,0,0,1,192,0.200843364299,1.05283963952,1
bridgeable,random,rinf,uniform__minimum,0.3,3,600,,,0,0,0,1,288,0.140517983084,0.963988755525,1
supported,nearest,r2,inverse_variance__minimum,0.2,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,inverse_variance__minimum,0.2,1,600,0.0146867293458,0,600,1,0,1,96,0.0146867293458,0.258458002731,1
supported,nearest,r2,inverse_variance__minimum,0.2,2,600,0.0145390067562,0,600,1,0,1,192,0.0145390067562,0.25836491409,1
supported,nearest,r2,inverse_variance__minimum,0.2,3,600,0.0142218240154,0,600,1,0,1,288,0.0142218240154,0.254851121614,1
supported,nearest,r2,inverse_variance__minimum,0.3,0,600,0.0148645186783,0,600,1,0,1,0,0.0148645186783,0.26096522905,1
supported,nearest,r2,inverse_variance__minimum,0.3,1,600,0.0146867293458,0,600,1,0,1,96,0.0146867293458,0.258458002731,1
supported,nearest,r2,inverse_variance__minimum,0.3,2,600,0.0145390067562,0,600,1,0,1,192,0.0145390067562,0.25836491409,1
supported,nearest,r2,inverse_variance__minimum,0.3,3,600,0.0142218240154,0,600,1,0,1,288,0.0142218240154,0.254851121614,1
supported,nearest,r2,nearest_source__minimum,0.2,0,600,0.0309451207633,0,1,0.00166666666667,0,1,0,0.0665819780839,0.518673522202,1
supported,nearest,r2,nearest_source__minimum,0.2,1,600,0.0309451207633,0,1,0.00166666666667,0,1,96,0.0827431107094,0.847630354482,1
supported,nearest,r2,nearest_source__minimum,0.2,2,600,0.0309451207633,0,1,0.00166666666667,0,1,192,0.0827431107094,0.847630354482,1
supported,nearest,r2,nearest_source__minimum,0.2,3,600,0.0309451207633,0,1,0.00166666666667,0,1,288,0.0827431107094,0.847630354482,1
supported,nearest,r2,nearest_source__minimum,0.3,0,600,0.066621584471,0,597,0.995,0,1,0,0.0665819780839,0.518673522202,1
supported,nearest,r2,nearest_source__minimum,0.3,1,600,0.0567632596819,0,5,0.00833333333333,0,1,96,0.0827431107094,0.847630354482,1
supported,nearest,r2,nearest_source__minimum,0.3,2,600,0.0567632596819,0,5,0.00833333333333,0,1,192,0.0827431107094,0.847630354482,1
supported,nearest,r2,nearest_source__minimum,0.3,3,600,0.0567632596819,0,5,0.00833333333333,0,1,288,0.0827431107094,0.847630354482,1
supported,nearest,r2,optimized__barycentric,0.2,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__barycentric,0.2,1,600,0.0151652886616,0,600,1,0,1,96,0.0151652886616,0.232183666988,1
supported,nearest,r2,optimized__barycentric,0.2,2,600,0.0148132723205,0,600,1,0,1,192,0.0148132723205,0.230643652515,1
supported,nearest,r2,optimized__barycentric,0.2,3,600,0.0146995113294,0,600,1,0,1,288,0.0146995113294,0.229137166621,1
supported,nearest,r2,optimized__barycentric,0.3,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__barycentric,0.3,1,600,0.0151652886616,0,600,1,0,1,96,0.0151652886616,0.232183666988,1
supported,nearest,r2,optimized__barycentric,0.3,2,600,0.0148132723205,0,600,1,0,1,192,0.0148132723205,0.230643652515,1
supported,nearest,r2,optimized__barycentric,0.3,3,600,0.0146995113294,0,600,1,0,1,288,0.0146995113294,0.229137166621,1
supported,nearest,r2,optimized__lipschitz,0.2,0,600,0.012129179083,0,20,0.0333333333333,0,1,0,0.0159720377666,0.439486991849,1
supported,nearest,r2,optimized__lipschitz,0.2,1,600,0.0172759956933,0,54,0.09,0,1,96,0.0165458802643,0.429104480751,1
supported,nearest,r2,optimized__lipschitz,0.2,2,600,0.0172763238148,0,54,0.09,0,1,192,0.0165475592932,0.429104321452,1
supported,nearest,r2,optimized__lipschitz,0.2,3,600,0.0172762175548,0,54,0.09,0,1,288,0.0165475717436,0.429104321325,1
supported,nearest,r2,optimized__lipschitz,0.3,0,600,0.0159720377666,0,600,1,0,1,0,0.0159720377666,0.439486991849,1
supported,nearest,r2,optimized__lipschitz,0.3,1,600,0.0165458802643,0,600,1,0,1,96,0.0165458802643,0.429104480751,1
supported,nearest,r2,optimized__lipschitz,0.3,2,600,0.0165475592932,0,600,1,0,1,192,0.0165475592932,0.429104321452,1
supported,nearest,r2,optimized__lipschitz,0.3,3,600,0.0165475717436,0,600,1,0,1,288,0.0165475717436,0.429104321325,1
supported,nearest,r2,optimized__minimum,0.2,0,600,0.0153016868312,0,600,1,0,1,0,0.0153016868312,0.234194753481,1
supported,nearest,r2,optimized__minimum,0.2,1,600,0.0151652886616,0,600,1,0,1,96,0.0151652886616,0.232183666988,1
supported,nearest,r2,optimized__minimum,0.2,2,600,0.0148132723205,0,600,1,0,1,192,0.0148132723205,0.230643652515,1
supported,nearest,r2,optimized__minimum,0.2,3,600,0.0146995113294,0,600,1,0,1,288,0.0146995113294,0.229137166621,1
